gene,term
NDEL1,REACTOME_MM_FAM33A_PATHWAY
NSL1,REACTOME_MM_FAM33A_PATHWAY
NUDC,REACTOME_MM_FAM33A_PATHWAY
NUF2,REACTOME_MM_FAM33A_PATHWAY
NUP107,REACTOME_MM_FAM33A_PATHWAY
NUP133,REACTOME_MM_FAM33A_PATHWAY
NUP160,REACTOME_MM_FAM33A_PATHWAY
NUP37,REACTOME_MM_FAM33A_PATHWAY
NUP43,REACTOME_MM_FAM33A_PATHWAY
NUP85,REACTOME_MM_FAM33A_PATHWAY
NUP98,REACTOME_MM_FAM33A_PATHWAY
PAFAH1B1,REACTOME_MM_FAM33A_PATHWAY
PLK1,REACTOME_MM_FAM33A_PATHWAY
PMF1,REACTOME_MM_FAM33A_PATHWAY
PPP1CC,REACTOME_MM_FAM33A_PATHWAY
RANBP2,REACTOME_MM_FAM33A_PATHWAY
RANGAP1,REACTOME_MM_FAM33A_PATHWAY
RCC2,REACTOME_MM_FAM33A_PATHWAY
RPS27,REACTOME_MM_FAM33A_PATHWAY
SEC13,REACTOME_MM_FAM33A_PATHWAY
SEH1L,REACTOME_MM_FAM33A_PATHWAY
SGOL1,REACTOME_MM_FAM33A_PATHWAY
SGOL2,REACTOME_MM_FAM33A_PATHWAY
SKA1,REACTOME_MM_FAM33A_PATHWAY
SPC24,REACTOME_MM_FAM33A_PATHWAY
SPC25,REACTOME_MM_FAM33A_PATHWAY
TAOK1,REACTOME_MM_FAM33A_PATHWAY
XPO1,REACTOME_MM_FAM33A_PATHWAY
ZW10,REACTOME_MM_FAM33A_PATHWAY
ZWILCH,REACTOME_MM_FAM33A_PATHWAY
ZWINT,REACTOME_MM_FAM33A_PATHWAY
FANCC,REACTOME_MM_FANCA_PATHWAY
FANCD2,REACTOME_MM_FANCA_PATHWAY
FANCE,REACTOME_MM_FANCA_PATHWAY
FANCF,REACTOME_MM_FANCA_PATHWAY
FANCG,REACTOME_MM_FANCA_PATHWAY
FANCL,REACTOME_MM_FANCA_PATHWAY
FANCD2,REACTOME_MM_FANCC_PATHWAY
FANCE,REACTOME_MM_FANCC_PATHWAY
FANCF,REACTOME_MM_FANCC_PATHWAY
FANCG,REACTOME_MM_FANCC_PATHWAY
FANCL,REACTOME_MM_FANCC_PATHWAY
FANCE,REACTOME_MM_FANCD2_PATHWAY
FANCF,REACTOME_MM_FANCD2_PATHWAY
FANCG,REACTOME_MM_FANCD2_PATHWAY
FANCL,REACTOME_MM_FANCD2_PATHWAY
FANCF,REACTOME_MM_FANCE_PATHWAY
FANCG,REACTOME_MM_FANCE_PATHWAY
FANCL,REACTOME_MM_FANCE_PATHWAY
FANCG,REACTOME_MM_FANCF_PATHWAY
FANCL,REACTOME_MM_FANCF_PATHWAY
FANCL,REACTOME_MM_FANCG_PATHWAY
RAP1A,REACTOME_MM_FARP2_PATHWAY
RAP1B,REACTOME_MM_FARP2_PATHWAY
SRC,REACTOME_MM_FARP2_PATHWAY
FARSB,REACTOME_MM_FARSA_PATHWAY
FASLG,REACTOME_MM_FAS_PATHWAY
FOS,REACTOME_MM_FAS_PATHWAY
HGF,REACTOME_MM_FAS_PATHWAY
HSPB1,REACTOME_MM_FAS_PATHWAY
IFNGR1,REACTOME_MM_FAS_PATHWAY
IFNGR2,REACTOME_MM_FAS_PATHWAY
MAP2K3,REACTOME_MM_FAS_PATHWAY
MAP2K4,REACTOME_MM_FAS_PATHWAY
MAP2K6,REACTOME_MM_FAS_PATHWAY
MAP2K7,REACTOME_MM_FAS_PATHWAY
MAP3K5,REACTOME_MM_FAS_PATHWAY
MAPK14,REACTOME_MM_FAS_PATHWAY
MET,REACTOME_MM_FAS_PATHWAY
NFKB1,REACTOME_MM_FAS_PATHWAY
PTPN13,REACTOME_MM_FAS_PATHWAY
PTPN7,REACTOME_MM_FAS_PATHWAY
RIPK1,REACTOME_MM_FAS_PATHWAY
SP1,REACTOME_MM_FAS_PATHWAY
STAT3,REACTOME_MM_FAS_PATHWAY
TNF,REACTOME_MM_FAS_PATHWAY
TNFRSF1A,REACTOME_MM_FAS_PATHWAY
TP53,REACTOME_MM_FAS_PATHWAY
TRADD,REACTOME_MM_FAS_PATHWAY
TRAF1,REACTOME_MM_FAS_PATHWAY
TRAF2,REACTOME_MM_FAS_PATHWAY
HGF,REACTOME_MM_FASLG_PATHWAY
HSPB1,REACTOME_MM_FASLG_PATHWAY
MAP2K3,REACTOME_MM_FASLG_PATHWAY
MAP2K4,REACTOME_MM_FASLG_PATHWAY
MAP2K6,REACTOME_MM_FASLG_PATHWAY
MAP2K7,REACTOME_MM_FASLG_PATHWAY
MAP3K5,REACTOME_MM_FASLG_PATHWAY
MAPK14,REACTOME_MM_FASLG_PATHWAY
MET,REACTOME_MM_FASLG_PATHWAY
NFKB1,REACTOME_MM_FASLG_PATHWAY
PTPN13,REACTOME_MM_FASLG_PATHWAY
PTPN7,REACTOME_MM_FASLG_PATHWAY
RIPK1,REACTOME_MM_FASLG_PATHWAY
TNF,REACTOME_MM_FASLG_PATHWAY
TNFRSF1A,REACTOME_MM_FASLG_PATHWAY
TNFRSF6B,REACTOME_MM_FASLG_PATHWAY
TRADD,REACTOME_MM_FASLG_PATHWAY
TRAF1,REACTOME_MM_FASLG_PATHWAY
TRAF2,REACTOME_MM_FASLG_PATHWAY
SREBF1,REACTOME_MM_FASN_PATHWAY
FAT2,REACTOME_MM_FAT1_PATHWAY
PCDH1,REACTOME_MM_FAT1_PATHWAY
PCDH10,REACTOME_MM_FAT1_PATHWAY
PCDH11X,REACTOME_MM_FAT1_PATHWAY
PCDH11Y,REACTOME_MM_FAT1_PATHWAY
PCDH12,REACTOME_MM_FAT1_PATHWAY
PCDH15,REACTOME_MM_FAT1_PATHWAY
PCDH17,REACTOME_MM_FAT1_PATHWAY
PCDH18,REACTOME_MM_FAT1_PATHWAY
PCDH19,REACTOME_MM_FAT1_PATHWAY
PCDH21,REACTOME_MM_FAT1_PATHWAY
PCDH24,REACTOME_MM_FAT1_PATHWAY
PCDH7,REACTOME_MM_FAT1_PATHWAY
PCDH8,REACTOME_MM_FAT1_PATHWAY
PCDH9,REACTOME_MM_FAT1_PATHWAY
PCDHA1,REACTOME_MM_FAT1_PATHWAY
PCDHA10,REACTOME_MM_FAT1_PATHWAY
PCDHA11,REACTOME_MM_FAT1_PATHWAY
PCDHA12,REACTOME_MM_FAT1_PATHWAY
PCDHA13,REACTOME_MM_FAT1_PATHWAY
PCDHA2,REACTOME_MM_FAT1_PATHWAY
PCDHA3,REACTOME_MM_FAT1_PATHWAY
PCDHA4,REACTOME_MM_FAT1_PATHWAY
PCDHA5,REACTOME_MM_FAT1_PATHWAY
PCDHA6,REACTOME_MM_FAT1_PATHWAY
PCDHA7,REACTOME_MM_FAT1_PATHWAY
PCDHA8,REACTOME_MM_FAT1_PATHWAY
PCDHA9,REACTOME_MM_FAT1_PATHWAY
PCDHAC1,REACTOME_MM_FAT1_PATHWAY
PCDHAC2,REACTOME_MM_FAT1_PATHWAY
PCDHB1,REACTOME_MM_FAT1_PATHWAY
PCDHB10,REACTOME_MM_FAT1_PATHWAY
PCDHB11,REACTOME_MM_FAT1_PATHWAY
PCDHB12,REACTOME_MM_FAT1_PATHWAY
PCDHB13,REACTOME_MM_FAT1_PATHWAY
PCDHB14,REACTOME_MM_FAT1_PATHWAY
PCDHB15,REACTOME_MM_FAT1_PATHWAY
PCDHB16,REACTOME_MM_FAT1_PATHWAY
PCDHB17,REACTOME_MM_FAT1_PATHWAY
PCDHB18,REACTOME_MM_FAT1_PATHWAY
PCDHB2,REACTOME_MM_FAT1_PATHWAY
PCDHB3,REACTOME_MM_FAT1_PATHWAY
PCDHB4,REACTOME_MM_FAT1_PATHWAY
PCDHB5,REACTOME_MM_FAT1_PATHWAY
PCDHB6,REACTOME_MM_FAT1_PATHWAY
PCDHB7,REACTOME_MM_FAT1_PATHWAY
PCDHB8,REACTOME_MM_FAT1_PATHWAY
PCDHB9,REACTOME_MM_FAT1_PATHWAY
PCDHGA1,REACTOME_MM_FAT1_PATHWAY
PCDHGA10,REACTOME_MM_FAT1_PATHWAY
PCDHGA11,REACTOME_MM_FAT1_PATHWAY
PCDHGA12,REACTOME_MM_FAT1_PATHWAY
PCDHGA2,REACTOME_MM_FAT1_PATHWAY
PCDHGA3,REACTOME_MM_FAT1_PATHWAY
PCDHGA4,REACTOME_MM_FAT1_PATHWAY
PCDHGA5,REACTOME_MM_FAT1_PATHWAY
PCDHGA6,REACTOME_MM_FAT1_PATHWAY
PCDHGA7,REACTOME_MM_FAT1_PATHWAY
PCDHGA8,REACTOME_MM_FAT1_PATHWAY
PCDHGA9,REACTOME_MM_FAT1_PATHWAY
PCDHGB1,REACTOME_MM_FAT1_PATHWAY
PCDHGB2,REACTOME_MM_FAT1_PATHWAY
PCDHGB3,REACTOME_MM_FAT1_PATHWAY
PCDHGB4,REACTOME_MM_FAT1_PATHWAY
PCDHGB5,REACTOME_MM_FAT1_PATHWAY
PCDHGB6,REACTOME_MM_FAT1_PATHWAY
PCDHGB7,REACTOME_MM_FAT1_PATHWAY
PCDHGC3,REACTOME_MM_FAT1_PATHWAY
PCDHGC4,REACTOME_MM_FAT1_PATHWAY
PCDHGC5,REACTOME_MM_FAT1_PATHWAY
SVEP1,REACTOME_MM_FAT1_PATHWAY
PCDH1,REACTOME_MM_FAT2_PATHWAY
PCDH10,REACTOME_MM_FAT2_PATHWAY
PCDH11X,REACTOME_MM_FAT2_PATHWAY
PCDH11Y,REACTOME_MM_FAT2_PATHWAY
PCDH12,REACTOME_MM_FAT2_PATHWAY
PCDH15,REACTOME_MM_FAT2_PATHWAY
PCDH17,REACTOME_MM_FAT2_PATHWAY
PCDH18,REACTOME_MM_FAT2_PATHWAY
PCDH19,REACTOME_MM_FAT2_PATHWAY
PCDH21,REACTOME_MM_FAT2_PATHWAY
PCDH24,REACTOME_MM_FAT2_PATHWAY
PCDH7,REACTOME_MM_FAT2_PATHWAY
PCDH8,REACTOME_MM_FAT2_PATHWAY
PCDH9,REACTOME_MM_FAT2_PATHWAY
PCDHA1,REACTOME_MM_FAT2_PATHWAY
PCDHA10,REACTOME_MM_FAT2_PATHWAY
PCDHA11,REACTOME_MM_FAT2_PATHWAY
PCDHA12,REACTOME_MM_FAT2_PATHWAY
PCDHA13,REACTOME_MM_FAT2_PATHWAY
PCDHA2,REACTOME_MM_FAT2_PATHWAY
PCDHA3,REACTOME_MM_FAT2_PATHWAY
PCDHA4,REACTOME_MM_FAT2_PATHWAY
PCDHA5,REACTOME_MM_FAT2_PATHWAY
PCDHA6,REACTOME_MM_FAT2_PATHWAY
PCDHA7,REACTOME_MM_FAT2_PATHWAY
PCDHA8,REACTOME_MM_FAT2_PATHWAY
PCDHA9,REACTOME_MM_FAT2_PATHWAY
PCDHAC1,REACTOME_MM_FAT2_PATHWAY
PCDHAC2,REACTOME_MM_FAT2_PATHWAY
PCDHB1,REACTOME_MM_FAT2_PATHWAY
PCDHB10,REACTOME_MM_FAT2_PATHWAY
PCDHB11,REACTOME_MM_FAT2_PATHWAY
PCDHB12,REACTOME_MM_FAT2_PATHWAY
PCDHB13,REACTOME_MM_FAT2_PATHWAY
PCDHB14,REACTOME_MM_FAT2_PATHWAY
PCDHB15,REACTOME_MM_FAT2_PATHWAY
PCDHB16,REACTOME_MM_FAT2_PATHWAY
PCDHB17,REACTOME_MM_FAT2_PATHWAY
PCDHB18,REACTOME_MM_FAT2_PATHWAY
PCDHB2,REACTOME_MM_FAT2_PATHWAY
PCDHB3,REACTOME_MM_FAT2_PATHWAY
PCDHB4,REACTOME_MM_FAT2_PATHWAY
PCDHB5,REACTOME_MM_FAT2_PATHWAY
PCDHB6,REACTOME_MM_FAT2_PATHWAY
PCDHB7,REACTOME_MM_FAT2_PATHWAY
PCDHB8,REACTOME_MM_FAT2_PATHWAY
PCDHB9,REACTOME_MM_FAT2_PATHWAY
PCDHGA1,REACTOME_MM_FAT2_PATHWAY
PCDHGA10,REACTOME_MM_FAT2_PATHWAY
PCDHGA11,REACTOME_MM_FAT2_PATHWAY
PCDHGA12,REACTOME_MM_FAT2_PATHWAY
PCDHGA2,REACTOME_MM_FAT2_PATHWAY
PCDHGA3,REACTOME_MM_FAT2_PATHWAY
PCDHGA4,REACTOME_MM_FAT2_PATHWAY
PCDHGA5,REACTOME_MM_FAT2_PATHWAY
PCDHGA6,REACTOME_MM_FAT2_PATHWAY
PCDHGA7,REACTOME_MM_FAT2_PATHWAY
PCDHGA8,REACTOME_MM_FAT2_PATHWAY
PCDHGA9,REACTOME_MM_FAT2_PATHWAY
PCDHGB1,REACTOME_MM_FAT2_PATHWAY
PCDHGB2,REACTOME_MM_FAT2_PATHWAY
PCDHGB3,REACTOME_MM_FAT2_PATHWAY
PCDHGB4,REACTOME_MM_FAT2_PATHWAY
PCDHGB5,REACTOME_MM_FAT2_PATHWAY
PCDHGB6,REACTOME_MM_FAT2_PATHWAY
PCDHGB7,REACTOME_MM_FAT2_PATHWAY
PCDHGC3,REACTOME_MM_FAT2_PATHWAY
PCDHGC4,REACTOME_MM_FAT2_PATHWAY
PCDHGC5,REACTOME_MM_FAT2_PATHWAY
SVEP1,REACTOME_MM_FAT2_PATHWAY
GRSF1,REACTOME_MM_FAU_PATHWAY
GSPT2,REACTOME_MM_FAU_PATHWAY
PABPC1,REACTOME_MM_FAU_PATHWAY
RPL10,REACTOME_MM_FAU_PATHWAY
RPL10A,REACTOME_MM_FAU_PATHWAY
RPL11,REACTOME_MM_FAU_PATHWAY
RPL12,REACTOME_MM_FAU_PATHWAY
RPL13,REACTOME_MM_FAU_PATHWAY
RPL13A,REACTOME_MM_FAU_PATHWAY
RPL14,REACTOME_MM_FAU_PATHWAY
RPL15,REACTOME_MM_FAU_PATHWAY
RPL17,REACTOME_MM_FAU_PATHWAY
RPL18,REACTOME_MM_FAU_PATHWAY
RPL18A,REACTOME_MM_FAU_PATHWAY
RPL19,REACTOME_MM_FAU_PATHWAY
RPL21,REACTOME_MM_FAU_PATHWAY
RPL22,REACTOME_MM_FAU_PATHWAY
RPL23,REACTOME_MM_FAU_PATHWAY
RPL23A,REACTOME_MM_FAU_PATHWAY
RPL24,REACTOME_MM_FAU_PATHWAY
RPL26,REACTOME_MM_FAU_PATHWAY
RPL26L1,REACTOME_MM_FAU_PATHWAY
RPL27,REACTOME_MM_FAU_PATHWAY
RPL27A,REACTOME_MM_FAU_PATHWAY
RPL28,REACTOME_MM_FAU_PATHWAY
RPL29,REACTOME_MM_FAU_PATHWAY
RPL3,REACTOME_MM_FAU_PATHWAY
RPL30,REACTOME_MM_FAU_PATHWAY
RPL31,REACTOME_MM_FAU_PATHWAY
RPL32,REACTOME_MM_FAU_PATHWAY
RPL34,REACTOME_MM_FAU_PATHWAY
RPL35,REACTOME_MM_FAU_PATHWAY
RPL35A,REACTOME_MM_FAU_PATHWAY
RPL36,REACTOME_MM_FAU_PATHWAY
RPL36A,REACTOME_MM_FAU_PATHWAY
RPL37,REACTOME_MM_FAU_PATHWAY
RPL37A,REACTOME_MM_FAU_PATHWAY
RPL38,REACTOME_MM_FAU_PATHWAY
RPL39,REACTOME_MM_FAU_PATHWAY
RPL3L,REACTOME_MM_FAU_PATHWAY
RPL4,REACTOME_MM_FAU_PATHWAY
RPL41,REACTOME_MM_FAU_PATHWAY
RPL5,REACTOME_MM_FAU_PATHWAY
RPL6,REACTOME_MM_FAU_PATHWAY
RPL7,REACTOME_MM_FAU_PATHWAY
RPL7A,REACTOME_MM_FAU_PATHWAY
RPL8,REACTOME_MM_FAU_PATHWAY
RPL9,REACTOME_MM_FAU_PATHWAY
RPLP0,REACTOME_MM_FAU_PATHWAY
RPLP1,REACTOME_MM_FAU_PATHWAY
RPLP2,REACTOME_MM_FAU_PATHWAY
RPS10,REACTOME_MM_FAU_PATHWAY
RPS11,REACTOME_MM_FAU_PATHWAY
RPS12,REACTOME_MM_FAU_PATHWAY
RPS13,REACTOME_MM_FAU_PATHWAY
RPS14,REACTOME_MM_FAU_PATHWAY
RPS15,REACTOME_MM_FAU_PATHWAY
RPS15A,REACTOME_MM_FAU_PATHWAY
RPS16,REACTOME_MM_FAU_PATHWAY
RPS17,REACTOME_MM_FAU_PATHWAY
RPS18,REACTOME_MM_FAU_PATHWAY
RPS19,REACTOME_MM_FAU_PATHWAY
RPS2,REACTOME_MM_FAU_PATHWAY
RPS20,REACTOME_MM_FAU_PATHWAY
RPS21,REACTOME_MM_FAU_PATHWAY
RPS23,REACTOME_MM_FAU_PATHWAY
RPS24,REACTOME_MM_FAU_PATHWAY
RPS25,REACTOME_MM_FAU_PATHWAY
RPS26,REACTOME_MM_FAU_PATHWAY
RPS27,REACTOME_MM_FAU_PATHWAY
RPS27A,REACTOME_MM_FAU_PATHWAY
RPS28,REACTOME_MM_FAU_PATHWAY
RPS29,REACTOME_MM_FAU_PATHWAY
RPS3,REACTOME_MM_FAU_PATHWAY
RPS3A,REACTOME_MM_FAU_PATHWAY
RPS4X,REACTOME_MM_FAU_PATHWAY
RPS4Y1,REACTOME_MM_FAU_PATHWAY
RPS5,REACTOME_MM_FAU_PATHWAY
RPS6,REACTOME_MM_FAU_PATHWAY
RPS7,REACTOME_MM_FAU_PATHWAY
RPS8,REACTOME_MM_FAU_PATHWAY
RPS9,REACTOME_MM_FAU_PATHWAY
RPSA,REACTOME_MM_FAU_PATHWAY
UBA52,REACTOME_MM_FAU_PATHWAY
MAP3K14,REACTOME_MM_FBL_PATHWAY
TFAP2A,REACTOME_MM_FBLN1_PATHWAY
ITGAV,REACTOME_MM_FBN1_PATHWAY
ITGB3,REACTOME_MM_FBN1_PATHWAY
FOXO1,REACTOME_MM_FBP1_PATHWAY
NFKB1,REACTOME_MM_FBP1_PATHWAY
USF1,REACTOME_MM_FBP1_PATHWAY
USF2,REACTOME_MM_FBP1_PATHWAY
FOXO1,REACTOME_MM_FBP2_PATHWAY
RBX1,REACTOME_MM_FBXO2_PATHWAY
SAE1,REACTOME_MM_FBXO2_PATHWAY
SKP1,REACTOME_MM_FBXO2_PATHWAY
UBE2D1,REACTOME_MM_FBXO2_PATHWAY
FZR1,REACTOME_MM_FBXO5_PATHWAY
PLK1,REACTOME_MM_FBXO5_PATHWAY
PSMA1,REACTOME_MM_FBXO5_PATHWAY
PSMA2,REACTOME_MM_FBXO5_PATHWAY
PSMA3,REACTOME_MM_FBXO5_PATHWAY
PSMA4,REACTOME_MM_FBXO5_PATHWAY
PSMA5,REACTOME_MM_FBXO5_PATHWAY
PSMA6,REACTOME_MM_FBXO5_PATHWAY
PSMA7,REACTOME_MM_FBXO5_PATHWAY
PSMB1,REACTOME_MM_FBXO5_PATHWAY
PSMB10,REACTOME_MM_FBXO5_PATHWAY
PSMB2,REACTOME_MM_FBXO5_PATHWAY
PSMB3,REACTOME_MM_FBXO5_PATHWAY
PSMB4,REACTOME_MM_FBXO5_PATHWAY
PSMB5,REACTOME_MM_FBXO5_PATHWAY
PSMB6,REACTOME_MM_FBXO5_PATHWAY
PSMB7,REACTOME_MM_FBXO5_PATHWAY
PSMB8,REACTOME_MM_FBXO5_PATHWAY
PSMB9,REACTOME_MM_FBXO5_PATHWAY
PSMC1,REACTOME_MM_FBXO5_PATHWAY
PSMC2,REACTOME_MM_FBXO5_PATHWAY
PSMC3,REACTOME_MM_FBXO5_PATHWAY
PSMC4,REACTOME_MM_FBXO5_PATHWAY
PSMC5,REACTOME_MM_FBXO5_PATHWAY
PSMC6,REACTOME_MM_FBXO5_PATHWAY
PSMD1,REACTOME_MM_FBXO5_PATHWAY
PSMD10,REACTOME_MM_FBXO5_PATHWAY
PSMD11,REACTOME_MM_FBXO5_PATHWAY
PSMD12,REACTOME_MM_FBXO5_PATHWAY
PSMD13,REACTOME_MM_FBXO5_PATHWAY
PSMD14,REACTOME_MM_FBXO5_PATHWAY
PSMD2,REACTOME_MM_FBXO5_PATHWAY
PSMD3,REACTOME_MM_FBXO5_PATHWAY
PSMD4,REACTOME_MM_FBXO5_PATHWAY
PSMD5,REACTOME_MM_FBXO5_PATHWAY
PSMD6,REACTOME_MM_FBXO5_PATHWAY
PSMD7,REACTOME_MM_FBXO5_PATHWAY
PSMD8,REACTOME_MM_FBXO5_PATHWAY
PSMD9,REACTOME_MM_FBXO5_PATHWAY
PSME1,REACTOME_MM_FBXO5_PATHWAY
PSME2,REACTOME_MM_FBXO5_PATHWAY
PSME3,REACTOME_MM_FBXO5_PATHWAY
PSMF1,REACTOME_MM_FBXO5_PATHWAY
RPS27A,REACTOME_MM_FBXO5_PATHWAY
SKP1,REACTOME_MM_FBXO5_PATHWAY
GLI1,REACTOME_MM_FBXW11_PATHWAY
GLI2,REACTOME_MM_FBXW11_PATHWAY
GLI3,REACTOME_MM_FBXW11_PATHWAY
GSK3B,REACTOME_MM_FBXW11_PATHWAY
HDAC3,REACTOME_MM_FBXW11_PATHWAY
NCSTN,REACTOME_MM_FBXW11_PATHWAY
NFKB1,REACTOME_MM_FBXW11_PATHWAY
NFKB2,REACTOME_MM_FBXW11_PATHWAY
NFKBIA,REACTOME_MM_FBXW11_PATHWAY
PARK2,REACTOME_MM_FBXW11_PATHWAY
PPP2CA,REACTOME_MM_FBXW11_PATHWAY
PPP2CB,REACTOME_MM_FBXW11_PATHWAY
PPP2R5A,REACTOME_MM_FBXW11_PATHWAY
PPP2R5B,REACTOME_MM_FBXW11_PATHWAY
PPP2R5C,REACTOME_MM_FBXW11_PATHWAY
PPP2R5D,REACTOME_MM_FBXW11_PATHWAY
PPP2R5E,REACTOME_MM_FBXW11_PATHWAY
PPP6C,REACTOME_MM_FBXW11_PATHWAY
PSEN1,REACTOME_MM_FBXW11_PATHWAY
PSENEN,REACTOME_MM_FBXW11_PATHWAY
RELA,REACTOME_MM_FBXW11_PATHWAY
RELB,REACTOME_MM_FBXW11_PATHWAY
TNF,REACTOME_MM_FBXW11_PATHWAY
TNFRSF1A,REACTOME_MM_FBXW11_PATHWAY
HEY1,REACTOME_MM_FBXW7_PATHWAY
NOTCH1,REACTOME_MM_FBXW7_PATHWAY
NOTCH4,REACTOME_MM_FBXW7_PATHWAY
SKP1,REACTOME_MM_FBXW7_PATHWAY
UBE2D1,REACTOME_MM_FBXW7_PATHWAY
FCER1G,REACTOME_MM_FCER1A_PATHWAY
FCGR2B,REACTOME_MM_FCER1A_PATHWAY
FER,REACTOME_MM_FCER1A_PATHWAY
FOS,REACTOME_MM_FCER1A_PATHWAY
FYN,REACTOME_MM_FCER1A_PATHWAY
GAB2,REACTOME_MM_FCER1A_PATHWAY
GRB2,REACTOME_MM_FCER1A_PATHWAY
HCLS1,REACTOME_MM_FCER1A_PATHWAY
HRAS,REACTOME_MM_FCER1A_PATHWAY
IGHE,REACTOME_MM_FCER1A_PATHWAY
INPP5D,REACTOME_MM_FCER1A_PATHWAY
ITK,REACTOME_MM_FCER1A_PATHWAY
JUN,REACTOME_MM_FCER1A_PATHWAY
KLRG1,REACTOME_MM_FCER1A_PATHWAY
LAT,REACTOME_MM_FCER1A_PATHWAY
LAT2,REACTOME_MM_FCER1A_PATHWAY
LCP2,REACTOME_MM_FCER1A_PATHWAY
LYN,REACTOME_MM_FCER1A_PATHWAY
MAPK8,REACTOME_MM_FCER1A_PATHWAY
MS4A2,REACTOME_MM_FCER1A_PATHWAY
NFATC2,REACTOME_MM_FCER1A_PATHWAY
PIK3CA,REACTOME_MM_FCER1A_PATHWAY
PIK3R1,REACTOME_MM_FCER1A_PATHWAY
PLA2G4A,REACTOME_MM_FCER1A_PATHWAY
PLCG1,REACTOME_MM_FCER1A_PATHWAY
PLD2,REACTOME_MM_FCER1A_PATHWAY
PPARA,REACTOME_MM_FCER1A_PATHWAY
PPARD,REACTOME_MM_FCER1A_PATHWAY
PPARG,REACTOME_MM_FCER1A_PATHWAY
PTK2,REACTOME_MM_FCER1A_PATHWAY
PTPN11,REACTOME_MM_FCER1A_PATHWAY
RAF1,REACTOME_MM_FCER1A_PATHWAY
RASA1,REACTOME_MM_FCER1A_PATHWAY
SHC1,REACTOME_MM_FCER1A_PATHWAY
SOS1,REACTOME_MM_FCER1A_PATHWAY
SPHK1,REACTOME_MM_FCER1A_PATHWAY
SYK,REACTOME_MM_FCER1A_PATHWAY
USF1,REACTOME_MM_FCER1A_PATHWAY
USF2,REACTOME_MM_FCER1A_PATHWAY
VAV1,REACTOME_MM_FCER1A_PATHWAY
WIPF1,REACTOME_MM_FCER1A_PATHWAY
FCGR2B,REACTOME_MM_FCER1G_PATHWAY
FCGR3A,REACTOME_MM_FCER1G_PATHWAY
FCGR3B,REACTOME_MM_FCER1G_PATHWAY
FER,REACTOME_MM_FCER1G_PATHWAY
FOS,REACTOME_MM_FCER1G_PATHWAY
FYN,REACTOME_MM_FCER1G_PATHWAY
GAB2,REACTOME_MM_FCER1G_PATHWAY
GP6,REACTOME_MM_FCER1G_PATHWAY
GRB2,REACTOME_MM_FCER1G_PATHWAY
HCLS1,REACTOME_MM_FCER1G_PATHWAY
HRAS,REACTOME_MM_FCER1G_PATHWAY
IGHE,REACTOME_MM_FCER1G_PATHWAY
INPP5D,REACTOME_MM_FCER1G_PATHWAY
ITK,REACTOME_MM_FCER1G_PATHWAY
JUN,REACTOME_MM_FCER1G_PATHWAY
KLRG1,REACTOME_MM_FCER1G_PATHWAY
LAT,REACTOME_MM_FCER1G_PATHWAY
LAT2,REACTOME_MM_FCER1G_PATHWAY
LCP2,REACTOME_MM_FCER1G_PATHWAY
LYN,REACTOME_MM_FCER1G_PATHWAY
MAPK8,REACTOME_MM_FCER1G_PATHWAY
MS4A2,REACTOME_MM_FCER1G_PATHWAY
NCR1,REACTOME_MM_FCER1G_PATHWAY
NCR3,REACTOME_MM_FCER1G_PATHWAY
NFATC2,REACTOME_MM_FCER1G_PATHWAY
PIK3CA,REACTOME_MM_FCER1G_PATHWAY
PIK3R1,REACTOME_MM_FCER1G_PATHWAY
PLA2G4A,REACTOME_MM_FCER1G_PATHWAY
PLCG1,REACTOME_MM_FCER1G_PATHWAY
PLCG2,REACTOME_MM_FCER1G_PATHWAY
PLD2,REACTOME_MM_FCER1G_PATHWAY
PTK2,REACTOME_MM_FCER1G_PATHWAY
PTPN11,REACTOME_MM_FCER1G_PATHWAY
RAF1,REACTOME_MM_FCER1G_PATHWAY
RASA1,REACTOME_MM_FCER1G_PATHWAY
SHC1,REACTOME_MM_FCER1G_PATHWAY
SOS1,REACTOME_MM_FCER1G_PATHWAY
SPHK1,REACTOME_MM_FCER1G_PATHWAY
SRC,REACTOME_MM_FCER1G_PATHWAY
SYK,REACTOME_MM_FCER1G_PATHWAY
VAV1,REACTOME_MM_FCER1G_PATHWAY
WIPF1,REACTOME_MM_FCER1G_PATHWAY
ZAP70,REACTOME_MM_FCER1G_PATHWAY
PAX5,REACTOME_MM_FCER2_PATHWAY
SPI1,REACTOME_MM_FCGR1A_PATHWAY
STAT1,REACTOME_MM_FCGR1A_PATHWAY
STAT3,REACTOME_MM_FCGR1A_PATHWAY
LAT,REACTOME_MM_FCGR2A_PATHWAY
PTPN1,REACTOME_MM_FCGR2A_PATHWAY
HRAS,REACTOME_MM_FCGR2B_PATHWAY
IGHV,REACTOME_MM_FCGR2B_PATHWAY
IGHV1-69,REACTOME_MM_FCGR2B_PATHWAY
IGHV4-31,REACTOME_MM_FCGR2B_PATHWAY
IGHV7-81,REACTOME_MM_FCGR2B_PATHWAY
IGKC,REACTOME_MM_FCGR2B_PATHWAY
IGKV A18,REACTOME_MM_FCGR2B_PATHWAY
IGKV1-5,REACTOME_MM_FCGR2B_PATHWAY
IGKV2-24,REACTOME_MM_FCGR2B_PATHWAY
IGKV4-1,REACTOME_MM_FCGR2B_PATHWAY
